schemaId	legacyCandidate	newName	legacyLength	newLength	committedLegacyFilePresent
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management	InlineComponentsSchemasMessagesRequestPropertiesContextManagement	InlineMessagesRequestContextManagementX29ec1928	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEditsItems	InlineMessagesRequestContextManagementEditsItemXe0d9d239	85	56	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items/oneOf/0	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEdits5d029346	InlineMessagesRequestContextManagementEditsItemOneOf1X5d029346	88	62	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items/oneOf/0/properties/clear_tool_inputs	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEdits878b025b	InlineMessagesRequestContextManagementEditsItemOneOf1ClearToolInputsX878b025b	88	77	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items/oneOf/0/properties/trigger	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEdits9c378f3f	InlineMessagesRequestContextManagementEditsItemOneOf1TriggerX9c378f3f	88	69	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items/oneOf/0/properties/type	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEditsad9edda4	InlineMessagesRequestContextManagementEditsItemOneOf1TypeXad9edda4	88	66	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items/oneOf/1	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEditsb1768d75	InlineMessagesRequestContextManagementEditsItemOneOf2Xb1768d75	88	62	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items/oneOf/1/properties/keep	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEdits0aa820c7	InlineMessagesRequestContextManagementEditsItemOneOf2KeepX0aa820c7	88	66	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items/oneOf/1/properties/keep/anyOf/1	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEditsa8d91977	InlineMessagesRequestContextManagementEditsItemOneOf2KeepAnyOf2Xa8d91977	88	72	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items/oneOf/1/properties/keep/anyOf/1/properties/type	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEditsfc61dd48	InlineMessagesRequestContextManagementEditsItemOneOf2KeepAnyOf2TypeXfc61dd48	88	76	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items/oneOf/1/properties/keep/anyOf/2	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEdits0890d2a7	InlineMessagesRequestContextManagementEditsItemOneOf2KeepAnyOf3X0890d2a7	88	72	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items/oneOf/1/properties/type	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEdits6dec7c82	InlineMessagesRequestContextManagementEditsItemOneOf2TypeX6dec7c82	88	66	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items/oneOf/2	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEdits9465e777	InlineMessagesRequestContextManagementEditsItemOneOf3X9465e777	88	62	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items/oneOf/2/properties/trigger	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEdits09fad19a	InlineMessagesRequestContextManagementEditsItemOneOf3TriggerX09fad19a	88	69	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/context_management/properties/edits/items/oneOf/2/properties/type	InlineComponentsSchemasMessagesRequestPropertiesContextManagementPropertiesEdits7840e478	InlineMessagesRequestContextManagementEditsItemOneOf3TypeX7840e478	88	66	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/metadata	InlineComponentsSchemasMessagesRequestPropertiesMetadata	InlineMessagesRequestMetadataX7393da22	56	38	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/plugins/items	InlineComponentsSchemasMessagesRequestPropertiesPluginsItems	InlineMessagesRequestPluginsItemX0230c3a3	60	41	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/system	InlineComponentsSchemasMessagesRequestPropertiesSystem	InlineMessagesRequestSystemX71a26f1e	54	36	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/thinking	InlineComponentsSchemasMessagesRequestPropertiesThinking	InlineMessagesRequestThinkingXf5c5f990	56	38	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/thinking/oneOf/0	InlineComponentsSchemasMessagesRequestPropertiesThinkingOneOf0	InlineMessagesRequestThinkingOneOf1Xe7d31581	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/thinking/oneOf/0/properties/type	InlineComponentsSchemasMessagesRequestPropertiesThinkingOneOf0PropertiesType	InlineMessagesRequestThinkingOneOf1TypeX9c49263e	76	48	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/thinking/oneOf/1	InlineComponentsSchemasMessagesRequestPropertiesThinkingOneOf1	InlineMessagesRequestThinkingOneOf2X37c59bc3	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/thinking/oneOf/1/properties/type	InlineComponentsSchemasMessagesRequestPropertiesThinkingOneOf1PropertiesType	InlineMessagesRequestThinkingOneOf2TypeX650a8d42	76	48	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/thinking/oneOf/2	InlineComponentsSchemasMessagesRequestPropertiesThinkingOneOf2	InlineMessagesRequestThinkingOneOf3Xbbd41d37	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/thinking/oneOf/2/properties/type	InlineComponentsSchemasMessagesRequestPropertiesThinkingOneOf2PropertiesType	InlineMessagesRequestThinkingOneOf3TypeX33127efb	76	48	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tool_choice	InlineComponentsSchemasMessagesRequestPropertiesToolChoice	InlineMessagesRequestToolChoiceX3364a53d	58	40	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tool_choice/oneOf/0	InlineComponentsSchemasMessagesRequestPropertiesToolChoiceOneOf0	InlineMessagesRequestToolChoiceOneOf1X7227fa43	64	46	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tool_choice/oneOf/0/properties/type	InlineComponentsSchemasMessagesRequestPropertiesToolChoiceOneOf0PropertiesType	InlineMessagesRequestToolChoiceOneOf1TypeXbf4d8611	78	50	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tool_choice/oneOf/1	InlineComponentsSchemasMessagesRequestPropertiesToolChoiceOneOf1	InlineMessagesRequestToolChoiceOneOf2X4c008ba9	64	46	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tool_choice/oneOf/1/properties/type	InlineComponentsSchemasMessagesRequestPropertiesToolChoiceOneOf1PropertiesType	InlineMessagesRequestToolChoiceOneOf2TypeX49a7f407	78	50	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tool_choice/oneOf/2	InlineComponentsSchemasMessagesRequestPropertiesToolChoiceOneOf2	InlineMessagesRequestToolChoiceOneOf3X3a3b6eca	64	46	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tool_choice/oneOf/2/properties/type	InlineComponentsSchemasMessagesRequestPropertiesToolChoiceOneOf2PropertiesType	InlineMessagesRequestToolChoiceOneOf3TypeXda87284b	78	50	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tool_choice/oneOf/3	InlineComponentsSchemasMessagesRequestPropertiesToolChoiceOneOf3	InlineMessagesRequestToolChoiceOneOf4X63801b27	64	46	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tool_choice/oneOf/3/properties/type	InlineComponentsSchemasMessagesRequestPropertiesToolChoiceOneOf3PropertiesType	InlineMessagesRequestToolChoiceOneOf4TypeX0ce41968	78	50	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items	InlineComponentsSchemasMessagesRequestPropertiesToolsItems	InlineMessagesRequestToolsItemX1e9ae42b	58	39	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/0	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf0	InlineMessagesRequestToolsItemAnyOf1Xfd5a8d77	64	45	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/0/properties/input_schema	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf0PropertiesInputSchema	InlineMessagesRequestToolsItemAnyOf1InputSchemaX5926bcd0	85	56	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/0/properties/type	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf0PropertiesType	InlineMessagesRequestToolsItemAnyOf1TypeXef0cc66d	78	49	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/1	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf1	InlineMessagesRequestToolsItemAnyOf2X59919e35	64	45	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/1/properties/name	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf1PropertiesName	InlineMessagesRequestToolsItemAnyOf2NameXf148cdb2	78	49	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/1/properties/type	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf1PropertiesType	InlineMessagesRequestToolsItemAnyOf2TypeX499d5fab	78	49	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/12	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf12	InlineMessagesRequestToolsItemAnyOf13X5cdf6a64	65	46	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/2	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf2	InlineMessagesRequestToolsItemAnyOf3Xf8ded557	64	45	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/2/properties/name	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf2PropertiesName	InlineMessagesRequestToolsItemAnyOf3NameX5a5951a0	78	49	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/2/properties/type	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf2PropertiesType	InlineMessagesRequestToolsItemAnyOf3TypeX6560aa82	78	49	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/3	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf3	InlineMessagesRequestToolsItemAnyOf4X4318960b	64	45	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/3/properties/name	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf3PropertiesName	InlineMessagesRequestToolsItemAnyOf4NameXdf203565	78	49	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/3/properties/type	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf3PropertiesType	InlineMessagesRequestToolsItemAnyOf4TypeX570d27e9	78	49	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/4	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf4	InlineMessagesRequestToolsItemAnyOf5X277f1d1c	64	45	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/4/properties/name	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf4PropertiesName	InlineMessagesRequestToolsItemAnyOf5NameX24a8dde1	78	49	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/4/properties/type	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf4PropertiesType	InlineMessagesRequestToolsItemAnyOf5TypeXb6301416	78	49	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/5	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf5	InlineMessagesRequestToolsItemAnyOf6X04b8deff	64	45	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/5/properties/caching	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf5PropertiesCaching	InlineMessagesRequestToolsItemAnyOf6CachingX8e87a866	81	52	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/5/properties/name	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf5PropertiesName	InlineMessagesRequestToolsItemAnyOf6NameX83a61fda	78	49	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesRequest/properties/tools/items/anyOf/5/properties/type	InlineComponentsSchemasMessagesRequestPropertiesToolsItemsAnyOf5PropertiesType	InlineMessagesRequestToolsItemAnyOf6TypeX24072203	78	49	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesResult/allOf/1/properties/context_management	InlineComponentsSchemasMessagesResultAllOf1PropertiesContextManagement	InlineMessagesResultAllOf2ContextManagementXf21391be	70	52	false
sdkgen://source/openapi.yaml#/components/schemas/MessagesResult/allOf/1/properties/context_management/properties/applied_edits/items	InlineComponentsSchemasMessagesResultAllOf1PropertiesContextManagementProperties09c2e489	InlineMessagesResultAllOf2ContextManagementAppliedEditsItemX09c2e489	88	68	false
sdkgen://source/openapi.yaml#/components/schemas/MessagesResult/allOf/1/properties/usage/allOf/1	InlineComponentsSchemasMessagesResultAllOf1PropertiesUsageAllOf1	InlineMessagesResultAllOf2UsageAllOf2X123a0229	64	46	false
sdkgen://source/openapi.yaml#/components/schemas/MessagesSearchModelsServerTool/properties/type	InlineComponentsSchemasMessagesSearchModelsServerToolPropertiesType	InlineMessagesSearchModelsServerToolTypeX4206f319	67	49	true
sdkgen://source/openapi.yaml#/components/schemas/MessagesStartEvent/properties/message	InlineComponentsSchemasMessagesStartEventPropertiesMessage	InlineMessagesStartEventMessageX67927c6f	58	40	false
sdkgen://source/openapi.yaml#/components/schemas/MessagesStartEvent/properties/message/properties/provider	InlineComponentsSchemasMessagesStartEventPropertiesMessagePropertiesProvider	InlineMessagesStartEventMessageProviderX4d53f013	76	48	false
sdkgen://source/openapi.yaml#/components/schemas/MessagesStartEvent/properties/message/properties/role	InlineComponentsSchemasMessagesStartEventPropertiesMessagePropertiesRole	InlineMessagesStartEventMessageRoleXdd76094e	72	44	false
sdkgen://source/openapi.yaml#/components/schemas/MessagesStartEvent/properties/message/properties/type	InlineComponentsSchemasMessagesStartEventPropertiesMessagePropertiesType	InlineMessagesStartEventMessageTypeXa75e4c4e	72	44	false
sdkgen://source/openapi.yaml#/components/schemas/MessagesStartEvent/properties/message/properties/usage	InlineComponentsSchemasMessagesStartEventPropertiesMessagePropertiesUsage	InlineMessagesStartEventMessageUsageX2365f359	73	45	false
sdkgen://source/openapi.yaml#/components/schemas/MessagesStartEvent/properties/message/properties/usage/allOf/1	InlineComponentsSchemasMessagesStartEventPropertiesMessagePropertiesUsageAllOf1	InlineMessagesStartEventMessageUsageAllOf2Xcef88799	79	51	false
sdkgen://source/openapi.yaml#/components/schemas/MessagesStartEvent/properties/type	InlineComponentsSchemasMessagesStartEventPropertiesType	InlineMessagesStartEventTypeX62ab7b72	55	37	false
sdkgen://source/openapi.yaml#/components/schemas/MessagesStopEvent/properties/type	InlineComponentsSchemasMessagesStopEventPropertiesType	InlineMessagesStopEventTypeX456a472f	54	36	true
sdkgen://source/openapi.yaml#/components/schemas/ModelsCountResponse/properties/data	InlineComponentsSchemasModelsCountResponsePropertiesData	InlineModelsCountResponseDataX61b254e5	56	38	true
sdkgen://source/openapi.yaml#/components/schemas/ModelsListResponse/properties/links	InlineComponentsSchemasModelsListResponsePropertiesLinks	InlineModelsListResponseLinksX85316965	56	38	true
sdkgen://source/openapi.yaml#/components/schemas/ModerationPlugin/properties/id	InlineComponentsSchemasModerationPluginPropertiesId	InlineModerationPluginIdX7d3ab755	51	33	true
sdkgen://source/openapi.yaml#/components/schemas/NamespaceFunctionTool/properties/allowed_callers/items	InlineComponentsSchemasNamespaceFunctionToolPropertiesAllowedCallersItems	InlineNamespaceFunctionToolAllowedCallersItemX6412c66a	73	54	true
sdkgen://source/openapi.yaml#/components/schemas/NamespaceFunctionTool/properties/type	InlineComponentsSchemasNamespaceFunctionToolPropertiesType	InlineNamespaceFunctionToolTypeXe2f4b311	58	40	true
sdkgen://source/openapi.yaml#/components/schemas/NamespaceTool/properties/tools/items	InlineComponentsSchemasNamespaceToolPropertiesToolsItems	InlineNamespaceToolToolsItemXec65fe71	56	37	true
sdkgen://source/openapi.yaml#/components/schemas/NamespaceTool/properties/type	InlineComponentsSchemasNamespaceToolPropertiesType	InlineNamespaceToolTypeX01631f80	50	32	true
sdkgen://source/openapi.yaml#/components/schemas/ORAnthropicServerToolUseBlock/properties/type	InlineComponentsSchemasOrAnthropicServerToolUseBlockPropertiesType	InlineOrAnthropicServerToolUseBlockTypeX72973005	66	48	false
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityArizeDestination/properties/config	InlineComponentsSchemasObservabilityArizeDestinationPropertiesConfig	InlineObservabilityArizeDestinationConfigXfbccede6	68	50	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityArizeDestination/properties/type	InlineComponentsSchemasObservabilityArizeDestinationPropertiesType	InlineObservabilityArizeDestinationTypeXaa945fac	66	48	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityBraintrustDestination/properties/config	InlineComponentsSchemasObservabilityBraintrustDestinationPropertiesConfig	InlineObservabilityBraintrustDestinationConfigXca3254f1	73	55	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityBraintrustDestination/properties/type	InlineComponentsSchemasObservabilityBraintrustDestinationPropertiesType	InlineObservabilityBraintrustDestinationTypeXdc9ebcbd	71	53	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityClickhouseDestination/properties/config	InlineComponentsSchemasObservabilityClickhouseDestinationPropertiesConfig	InlineObservabilityClickhouseDestinationConfigXc10e4bca	73	55	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityClickhouseDestination/properties/type	InlineComponentsSchemasObservabilityClickhouseDestinationPropertiesType	InlineObservabilityClickhouseDestinationTypeXab25c58f	71	53	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityDatadogDestination/properties/config	InlineComponentsSchemasObservabilityDatadogDestinationPropertiesConfig	InlineObservabilityDatadogDestinationConfigX54fdef51	70	52	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityDatadogDestination/properties/type	InlineComponentsSchemasObservabilityDatadogDestinationPropertiesType	InlineObservabilityDatadogDestinationTypeXaafd1c26	68	50	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityFilterRuleGroup/properties/logic	InlineComponentsSchemasObservabilityFilterRuleGroupPropertiesLogic	InlineObservabilityFilterRuleGroupLogicX37a170a3	66	48	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityFilterRuleGroup/properties/rules/items	InlineComponentsSchemasObservabilityFilterRuleGroupPropertiesRulesItems	InlineObservabilityFilterRuleGroupRulesItemX3c63eb03	71	52	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityFilterRuleGroup/properties/rules/items/properties/field	InlineComponentsSchemasObservabilityFilterRuleGroupPropertiesRulesItemsPropertiesField	InlineObservabilityFilterRuleGroupRulesItemFieldXae0b8f66	86	57	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityFilterRuleGroup/properties/rules/items/properties/operator	InlineComponentsSchemasObservabilityFilterRuleGroupPropertiesRulesItemsPropertiesOperator	InlineObservabilityFilterRuleGroupRulesItemOperatorX3f25b4b1	89	60	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityFilterRuleGroup/properties/rules/items/properties/value	InlineComponentsSchemasObservabilityFilterRuleGroupPropertiesRulesItemsPropertiesValue	InlineObservabilityFilterRuleGroupRulesItemValueXa463abf7	86	57	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityGrafanaDestination/properties/config	InlineComponentsSchemasObservabilityGrafanaDestinationPropertiesConfig	InlineObservabilityGrafanaDestinationConfigXfba37ac5	70	52	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityGrafanaDestination/properties/type	InlineComponentsSchemasObservabilityGrafanaDestinationPropertiesType	InlineObservabilityGrafanaDestinationTypeXc4e6d71b	68	50	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityLangfuseDestination/properties/config	InlineComponentsSchemasObservabilityLangfuseDestinationPropertiesConfig	InlineObservabilityLangfuseDestinationConfigX61477ff1	71	53	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityLangfuseDestination/properties/type	InlineComponentsSchemasObservabilityLangfuseDestinationPropertiesType	InlineObservabilityLangfuseDestinationTypeXd56f0579	69	51	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityLangsmithDestination/properties/config	InlineComponentsSchemasObservabilityLangsmithDestinationPropertiesConfig	InlineObservabilityLangsmithDestinationConfigX8b295aef	72	54	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityLangsmithDestination/properties/type	InlineComponentsSchemasObservabilityLangsmithDestinationPropertiesType	InlineObservabilityLangsmithDestinationTypeX509d5017	70	52	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityNewrelicDestination/properties/config	InlineComponentsSchemasObservabilityNewrelicDestinationPropertiesConfig	InlineObservabilityNewrelicDestinationConfigX9a13614a	71	53	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityNewrelicDestination/properties/config/properties/region	InlineComponentsSchemasObservabilityNewrelicDestinationPropertiesConfigPropertiesRegion	InlineObservabilityNewrelicDestinationConfigRegionX1ef18f21	87	59	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityNewrelicDestination/properties/type	InlineComponentsSchemasObservabilityNewrelicDestinationPropertiesType	InlineObservabilityNewrelicDestinationTypeX5f5ea9f0	69	51	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityOpikDestination/properties/config	InlineComponentsSchemasObservabilityOpikDestinationPropertiesConfig	InlineObservabilityOpikDestinationConfigX2c5bed62	67	49	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityOpikDestination/properties/type	InlineComponentsSchemasObservabilityOpikDestinationPropertiesType	InlineObservabilityOpikDestinationTypeXf88b0504	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityOtelCollectorDestination/properties/config	InlineComponentsSchemasObservabilityOtelCollectorDestinationPropertiesConfig	InlineObservabilityOtelCollectorDestinationConfigX25371089	76	58	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityOtelCollectorDestination/properties/type	InlineComponentsSchemasObservabilityOtelCollectorDestinationPropertiesType	InlineObservabilityOtelCollectorDestinationTypeX374fb456	74	56	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityPosthogDestination/properties/config	InlineComponentsSchemasObservabilityPosthogDestinationPropertiesConfig	InlineObservabilityPosthogDestinationConfigX67c98908	70	52	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityPosthogDestination/properties/type	InlineComponentsSchemasObservabilityPosthogDestinationPropertiesType	InlineObservabilityPosthogDestinationTypeXecda09da	68	50	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityRampDestination/properties/config	InlineComponentsSchemasObservabilityRampDestinationPropertiesConfig	InlineObservabilityRampDestinationConfigX6c5677e2	67	49	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityRampDestination/properties/type	InlineComponentsSchemasObservabilityRampDestinationPropertiesType	InlineObservabilityRampDestinationTypeX477e9e28	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityS3Destination/properties/config	InlineComponentsSchemasObservabilityS3DestinationPropertiesConfig	InlineObservabilityS3DestinationConfigX48a00451	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityS3Destination/properties/type	InlineComponentsSchemasObservabilityS3DestinationPropertiesType	InlineObservabilityS3DestinationTypeX9c0c7555	63	45	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilitySentryDestination/properties/config	InlineComponentsSchemasObservabilitySentryDestinationPropertiesConfig	InlineObservabilitySentryDestinationConfigX9f3ba772	69	51	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilitySentryDestination/properties/type	InlineComponentsSchemasObservabilitySentryDestinationPropertiesType	InlineObservabilitySentryDestinationTypeX111ec570	67	49	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilitySnowflakeDestination/properties/config	InlineComponentsSchemasObservabilitySnowflakeDestinationPropertiesConfig	InlineObservabilitySnowflakeDestinationConfigXd7bd4928	72	54	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilitySnowflakeDestination/properties/type	InlineComponentsSchemasObservabilitySnowflakeDestinationPropertiesType	InlineObservabilitySnowflakeDestinationTypeXddfe0d50	70	52	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityWeaveDestination/properties/config	InlineComponentsSchemasObservabilityWeaveDestinationPropertiesConfig	InlineObservabilityWeaveDestinationConfigX6fab4547	68	50	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityWeaveDestination/properties/type	InlineComponentsSchemasObservabilityWeaveDestinationPropertiesType	InlineObservabilityWeaveDestinationTypeX7ef86b2d	66	48	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityWebhookDestination/properties/config	InlineComponentsSchemasObservabilityWebhookDestinationPropertiesConfig	InlineObservabilityWebhookDestinationConfigXbcd5a650	70	52	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityWebhookDestination/properties/config/properties/method	InlineComponentsSchemasObservabilityWebhookDestinationPropertiesConfigPropertiesMethod	InlineObservabilityWebhookDestinationConfigMethodXc1cc6f0b	86	58	true
sdkgen://source/openapi.yaml#/components/schemas/ObservabilityWebhookDestination/properties/type	InlineComponentsSchemasObservabilityWebhookDestinationPropertiesType	InlineObservabilityWebhookDestinationTypeX8453f751	68	50	true
sdkgen://source/openapi.yaml#/components/schemas/OpenAIResponseCustomToolCall/properties/type	InlineComponentsSchemasOpenAiResponseCustomToolCallPropertiesType	InlineOpenAiResponseCustomToolCallTypeX82b88241	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/OpenAIResponseCustomToolCallOutput/properties/output	InlineComponentsSchemasOpenAiResponseCustomToolCallOutputPropertiesOutput	InlineOpenAiResponseCustomToolCallOutputOutputX797e5c3f	73	55	true
sdkgen://source/openapi.yaml#/components/schemas/OpenAIResponseCustomToolCallOutput/properties/output/anyOf/1/items	InlineComponentsSchemasOpenAiResponseCustomToolCallOutputPropertiesOutputAnyOf1Items	InlineOpenAiResponseCustomToolCallOutputOutputAnyOf2ItemXedfffab4	84	65	true
