schemaId	legacyCandidate	newName	legacyLength	newLength	committedLegacyFilePresent
sdkgen://source/openapi.yaml#/components/schemas/ContentPartAddedEvent/allOf/1	InlineComponentsSchemasContentPartAddedEventAllOf1	InlineContentPartAddedEventAllOf2Xa9fc9c0f	50	42	false
sdkgen://source/openapi.yaml#/components/schemas/ContentPartAddedEvent/allOf/1/properties/part	InlineComponentsSchemasContentPartAddedEventAllOf1PropertiesPart	InlineContentPartAddedEventAllOf2PartX89486208	64	46	false
sdkgen://source/openapi.yaml#/components/schemas/ContentPartAudio/properties/audio_url	InlineComponentsSchemasContentPartAudioPropertiesAudioUrl	InlineContentPartAudioAudioUrlXede97f70	57	39	true
sdkgen://source/openapi.yaml#/components/schemas/ContentPartAudio/properties/type	InlineComponentsSchemasContentPartAudioPropertiesType	InlineContentPartAudioTypeX8c9ba0d6	53	35	true
sdkgen://source/openapi.yaml#/components/schemas/ContentPartDoneEvent/allOf/1	InlineComponentsSchemasContentPartDoneEventAllOf1	InlineContentPartDoneEventAllOf2X5a496d30	49	41	false
sdkgen://source/openapi.yaml#/components/schemas/ContentPartDoneEvent/allOf/1/properties/part	InlineComponentsSchemasContentPartDoneEventAllOf1PropertiesPart	InlineContentPartDoneEventAllOf2PartXf7ed8294	63	45	false
sdkgen://source/openapi.yaml#/components/schemas/ContentPartImage/properties/image_url	InlineComponentsSchemasContentPartImagePropertiesImageUrl	InlineContentPartImageImageUrlX38ea4836	57	39	true
sdkgen://source/openapi.yaml#/components/schemas/ContentPartImage/properties/type	InlineComponentsSchemasContentPartImagePropertiesType	InlineContentPartImageTypeX4e832055	53	35	true
sdkgen://source/openapi.yaml#/components/schemas/ContentPartInputAudio/properties/type	InlineComponentsSchemasContentPartInputAudioPropertiesType	InlineContentPartInputAudioTypeX3a806280	58	40	true
sdkgen://source/openapi.yaml#/components/schemas/ContentPartInputFile/properties/type	InlineComponentsSchemasContentPartInputFilePropertiesType	InlineContentPartInputFileTypeXe38b4826	57	39	true
sdkgen://source/openapi.yaml#/components/schemas/ContentPartInputVideo/properties/type	InlineComponentsSchemasContentPartInputVideoPropertiesType	InlineContentPartInputVideoTypeXc13a2526	58	40	true
sdkgen://source/openapi.yaml#/components/schemas/ContentPartVideo/properties/type	InlineComponentsSchemasContentPartVideoPropertiesType	InlineContentPartVideoTypeX92f6d672	53	35	true
sdkgen://source/openapi.yaml#/components/schemas/ContentPartVideo/properties/video_url	InlineComponentsSchemasContentPartVideoPropertiesVideoUrl	InlineContentPartVideoVideoUrlX710bc07a	57	39	true
sdkgen://source/openapi.yaml#/components/schemas/ContextCompactionItem/properties/type	InlineComponentsSchemasContextCompactionItemPropertiesType	InlineContextCompactionItemTypeXd4ac5c3e	58	40	true
sdkgen://source/openapi.yaml#/components/schemas/ContextCompressionPlugin/properties/id	InlineComponentsSchemasContextCompressionPluginPropertiesId	InlineContextCompressionPluginIdX80e8af94	59	41	true
sdkgen://source/openapi.yaml#/components/schemas/CreateBYOKKeyResponse/properties/data	InlineComponentsSchemasCreateByokKeyResponsePropertiesData	InlineCreateByokKeyResponseDataX9730925f	58	40	true
sdkgen://source/openapi.yaml#/components/schemas/CreateGuardrailResponse/properties/data	InlineComponentsSchemasCreateGuardrailResponsePropertiesData	InlineCreateGuardrailResponseDataXf346ca38	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/CreateObservabilityDestinationRequest/properties/type	InlineComponentsSchemasCreateObservabilityDestinationRequestPropertiesType	InlineCreateObservabilityDestinationRequestTypeX569a5ffb	74	56	true
sdkgen://source/openapi.yaml#/components/schemas/CreateWorkspaceResponse/properties/data	InlineComponentsSchemasCreateWorkspaceResponsePropertiesData	InlineCreateWorkspaceResponseDataXf5e7009b	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/CreatedEvent/properties/type	InlineComponentsSchemasCreatedEventPropertiesType	InlineCreatedEventTypeX5df1e0b6	49	31	true
sdkgen://source/openapi.yaml#/components/schemas/CustomTool/properties/format	InlineComponentsSchemasCustomToolPropertiesFormat	InlineCustomToolFormatXe591d582	49	31	true
sdkgen://source/openapi.yaml#/components/schemas/CustomTool/properties/format/anyOf/0	InlineComponentsSchemasCustomToolPropertiesFormatAnyOf0	InlineCustomToolFormatAnyOf1Xf9026382	55	37	true
sdkgen://source/openapi.yaml#/components/schemas/CustomTool/properties/format/anyOf/0/properties/type	InlineComponentsSchemasCustomToolPropertiesFormatAnyOf0PropertiesType	InlineCustomToolFormatAnyOf1TypeX7b071c68	69	41	true
sdkgen://source/openapi.yaml#/components/schemas/CustomTool/properties/format/anyOf/1	InlineComponentsSchemasCustomToolPropertiesFormatAnyOf1	InlineCustomToolFormatAnyOf2X95660593	55	37	true
sdkgen://source/openapi.yaml#/components/schemas/CustomTool/properties/format/anyOf/1/properties/syntax	InlineComponentsSchemasCustomToolPropertiesFormatAnyOf1PropertiesSyntax	InlineCustomToolFormatAnyOf2SyntaxX3ad1799a	71	43	true
sdkgen://source/openapi.yaml#/components/schemas/CustomTool/properties/format/anyOf/1/properties/type	InlineComponentsSchemasCustomToolPropertiesFormatAnyOf1PropertiesType	InlineCustomToolFormatAnyOf2TypeXd6ef7a4a	69	41	true
sdkgen://source/openapi.yaml#/components/schemas/CustomTool/properties/type	InlineComponentsSchemasCustomToolPropertiesType	InlineCustomToolTypeX0525c3ac	47	29	true
sdkgen://source/openapi.yaml#/components/schemas/CustomToolCallItem/properties/type	InlineComponentsSchemasCustomToolCallItemPropertiesType	InlineCustomToolCallItemTypeX522cffb3	55	37	true
sdkgen://source/openapi.yaml#/components/schemas/CustomToolCallOutputItem/allOf/1	InlineComponentsSchemasCustomToolCallOutputItemAllOf1	InlineCustomToolCallOutputItemAllOf2X442c1933	53	45	false
sdkgen://source/openapi.yaml#/components/schemas/CustomToolCallOutputItem/allOf/1/properties/output	InlineComponentsSchemasCustomToolCallOutputItemAllOf1PropertiesOutput	InlineCustomToolCallOutputItemAllOf2OutputXca5adec4	69	51	false
sdkgen://source/openapi.yaml#/components/schemas/CustomToolCallOutputItem/allOf/1/properties/output/anyOf/1/items	InlineComponentsSchemasCustomToolCallOutputItemAllOf1PropertiesOutputAnyOf1Items	InlineCustomToolCallOutputItemAllOf2OutputAnyOf2ItemX3d03eeda	80	61	false
sdkgen://source/openapi.yaml#/components/schemas/CustomToolCallOutputItem/allOf/1/properties/output/anyOf/1/items/oneOf/1	InlineComponentsSchemasCustomToolCallOutputItemAllOf1PropertiesOutputAnyOf1ItemsOneOf1	InlineCustomToolCallOutputItemAllOf2OutputAnyOf2ItemOneOf2X1fcd7388	86	67	false
sdkgen://source/openapi.yaml#/components/schemas/DatetimeServerTool/properties/type	InlineComponentsSchemasDatetimeServerToolPropertiesType	InlineDatetimeServerToolTypeX363f59d3	55	37	true
sdkgen://source/openapi.yaml#/components/schemas/DebugEvent/properties/debug	InlineComponentsSchemasDebugEventPropertiesDebug	InlineDebugEventDebugX52571c89	48	30	true
sdkgen://source/openapi.yaml#/components/schemas/DebugEvent/properties/debug/properties/timings	InlineComponentsSchemasDebugEventPropertiesDebugPropertiesTimings	InlineDebugEventDebugTimingsX0805aad9	65	37	true
sdkgen://source/openapi.yaml#/components/schemas/DebugEvent/properties/debug/properties/timings/properties/event	InlineComponentsSchemasDebugEventPropertiesDebugPropertiesTimingsPropertiesEvent	InlineDebugEventDebugTimingsEventX195034a8	80	42	true
sdkgen://source/openapi.yaml#/components/schemas/DebugEvent/properties/type	InlineComponentsSchemasDebugEventPropertiesType	InlineDebugEventTypeX9f7f544d	47	29	true
sdkgen://source/openapi.yaml#/components/schemas/EasyInputMessage/properties/content	InlineComponentsSchemasEasyInputMessagePropertiesContent	InlineEasyInputMessageContentX288ec708	56	38	true
sdkgen://source/openapi.yaml#/components/schemas/EasyInputMessage/properties/content/anyOf/0/items	InlineComponentsSchemasEasyInputMessagePropertiesContentAnyOf0Items	InlineEasyInputMessageContentAnyOf1ItemX4b243bfa	67	48	true
sdkgen://source/openapi.yaml#/components/schemas/EasyInputMessage/properties/content/anyOf/0/items/oneOf/1	InlineComponentsSchemasEasyInputMessagePropertiesContentAnyOf0ItemsOneOf1	InlineEasyInputMessageContentAnyOf1ItemOneOf2X9999fc37	73	54	true
sdkgen://source/openapi.yaml#/components/schemas/EasyInputMessage/properties/phase	InlineComponentsSchemasEasyInputMessagePropertiesPhase	InlineEasyInputMessagePhaseXdd562ead	54	36	true
sdkgen://source/openapi.yaml#/components/schemas/EasyInputMessage/properties/phase/anyOf/0	InlineComponentsSchemasEasyInputMessagePropertiesPhaseAnyOf0	InlineEasyInputMessagePhaseAnyOf1Xfc95b4d7	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/EasyInputMessage/properties/phase/anyOf/1	InlineComponentsSchemasEasyInputMessagePropertiesPhaseAnyOf1	InlineEasyInputMessagePhaseAnyOf2X75a4cfa3	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/EasyInputMessage/properties/role	InlineComponentsSchemasEasyInputMessagePropertiesRole	InlineEasyInputMessageRoleXe94e4b94	53	35	true
sdkgen://source/openapi.yaml#/components/schemas/EasyInputMessage/properties/role/anyOf/0	InlineComponentsSchemasEasyInputMessagePropertiesRoleAnyOf0	InlineEasyInputMessageRoleAnyOf1Xe1aab981	59	41	true
sdkgen://source/openapi.yaml#/components/schemas/EasyInputMessage/properties/role/anyOf/1	InlineComponentsSchemasEasyInputMessagePropertiesRoleAnyOf1	InlineEasyInputMessageRoleAnyOf2Xa05aa430	59	41	true
sdkgen://source/openapi.yaml#/components/schemas/EasyInputMessage/properties/role/anyOf/2	InlineComponentsSchemasEasyInputMessagePropertiesRoleAnyOf2	InlineEasyInputMessageRoleAnyOf3X2faf5b12	59	41	true
sdkgen://source/openapi.yaml#/components/schemas/EasyInputMessage/properties/role/anyOf/3	InlineComponentsSchemasEasyInputMessagePropertiesRoleAnyOf3	InlineEasyInputMessageRoleAnyOf4X2f9e0cf3	59	41	true
sdkgen://source/openapi.yaml#/components/schemas/EasyInputMessage/properties/type	InlineComponentsSchemasEasyInputMessagePropertiesType	InlineEasyInputMessageTypeX812f8463	53	35	true
sdkgen://source/openapi.yaml#/components/schemas/EnumCapability/properties/type	InlineComponentsSchemasEnumCapabilityPropertiesType	InlineEnumCapabilityTypeX71ff7c8a	51	33	true
sdkgen://source/openapi.yaml#/components/schemas/FailedEvent/properties/type	InlineComponentsSchemasFailedEventPropertiesType	InlineFailedEventTypeX5da253bb	48	30	true
sdkgen://source/openapi.yaml#/components/schemas/FileCitation/properties/type	InlineComponentsSchemasFileCitationPropertiesType	InlineFileCitationTypeX37b8cf8d	49	31	true
sdkgen://source/openapi.yaml#/components/schemas/FileDeleteResponse/properties/type	InlineComponentsSchemasFileDeleteResponsePropertiesType	InlineFileDeleteResponseTypeXe73eefd8	55	37	true
sdkgen://source/openapi.yaml#/components/schemas/FileMetadata/properties/type	InlineComponentsSchemasFileMetadataPropertiesType	InlineFileMetadataTypeX1f3b82cc	49	31	true
sdkgen://source/openapi.yaml#/components/schemas/FileParserPlugin/properties/id	InlineComponentsSchemasFileParserPluginPropertiesId	InlineFileParserPluginIdX43ae2ffb	51	33	true
sdkgen://source/openapi.yaml#/components/schemas/FilePath/properties/type	InlineComponentsSchemasFilePathPropertiesType	InlineFilePathTypeXd16b3395	45	27	true
sdkgen://source/openapi.yaml#/components/schemas/FileSearchServerTool/properties/filters	InlineComponentsSchemasFileSearchServerToolPropertiesFilters	InlineFileSearchServerToolFiltersXeddb71f8	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/FileSearchServerTool/properties/filters/anyOf/0	InlineComponentsSchemasFileSearchServerToolPropertiesFiltersAnyOf0	InlineFileSearchServerToolFiltersAnyOf1Xe0235bc5	66	48	true
sdkgen://source/openapi.yaml#/components/schemas/FileSearchServerTool/properties/filters/anyOf/0/properties/type	InlineComponentsSchemasFileSearchServerToolPropertiesFiltersAnyOf0PropertiesType	InlineFileSearchServerToolFiltersAnyOf1TypeX62bfc18a	80	52	true
sdkgen://source/openapi.yaml#/components/schemas/FileSearchServerTool/properties/filters/anyOf/0/properties/value	InlineComponentsSchemasFileSearchServerToolPropertiesFiltersAnyOf0PropertiesValue	InlineFileSearchServerToolFiltersAnyOf1ValueXde529fb2	81	53	true
sdkgen://source/openapi.yaml#/components/schemas/FileSearchServerTool/properties/filters/anyOf/0/properties/value/anyOf/3/items	InlineComponentsSchemasFileSearchServerToolPropertiesFiltersAnyOf0PropertiesValu7f6a38aa	InlineFileSearchServerToolFiltersAnyOf1ValueAnyOf4ItemX7f6a38aa	88	63	true
sdkgen://source/openapi.yaml#/components/schemas/FileSearchServerTool/properties/ranking_options	InlineComponentsSchemasFileSearchServerToolPropertiesRankingOptions	InlineFileSearchServerToolRankingOptionsX5b95574c	67	49	true
sdkgen://source/openapi.yaml#/components/schemas/FileSearchServerTool/properties/ranking_options/properties/ranker	InlineComponentsSchemasFileSearchServerToolPropertiesRankingOptionsPropertiesRanker	InlineFileSearchServerToolRankingOptionsRankerX3d00a298	83	55	true
sdkgen://source/openapi.yaml#/components/schemas/FileSearchServerTool/properties/type	InlineComponentsSchemasFileSearchServerToolPropertiesType	InlineFileSearchServerToolTypeXcfb1e282	57	39	true
sdkgen://source/openapi.yaml#/components/schemas/FilesServerTool/properties/type	InlineComponentsSchemasFilesServerToolPropertiesType	InlineFilesServerToolTypeX3d61e8fb	52	34	true
sdkgen://source/openapi.yaml#/components/schemas/FormatJsonObjectConfig/properties/type	InlineComponentsSchemasFormatJsonObjectConfigPropertiesType	InlineFormatJsonObjectConfigTypeXcd522ef8	59	41	true
sdkgen://source/openapi.yaml#/components/schemas/FormatJsonSchemaConfig/properties/type	InlineComponentsSchemasFormatJsonSchemaConfigPropertiesType	InlineFormatJsonSchemaConfigTypeXdd6e2ebb	59	41	true
sdkgen://source/openapi.yaml#/components/schemas/FormatTextConfig/properties/type	InlineComponentsSchemasFormatTextConfigPropertiesType	InlineFormatTextConfigTypeX219eccdd	53	35	true
sdkgen://source/openapi.yaml#/components/schemas/FrameImage/allOf/1	InlineComponentsSchemasFrameImageAllOf1	InlineFrameImageAllOf2X751433d4	39	31	true
sdkgen://source/openapi.yaml#/components/schemas/FrameImage/allOf/1/properties/frame_type	InlineComponentsSchemasFrameImageAllOf1PropertiesFrameType	InlineFrameImageAllOf2FrameTypeXaf9225aa	58	40	true
sdkgen://source/openapi.yaml#/components/schemas/FunctionCallOutputItem/allOf/1	InlineComponentsSchemasFunctionCallOutputItemAllOf1	InlineFunctionCallOutputItemAllOf2X5ac805d1	51	43	false
sdkgen://source/openapi.yaml#/components/schemas/FunctionCallOutputItem/allOf/1/properties/output	InlineComponentsSchemasFunctionCallOutputItemAllOf1PropertiesOutput	InlineFunctionCallOutputItemAllOf2OutputX846f1c28	67	49	false
sdkgen://source/openapi.yaml#/components/schemas/FunctionCallOutputItem/allOf/1/properties/output/anyOf/1/items	InlineComponentsSchemasFunctionCallOutputItemAllOf1PropertiesOutputAnyOf1Items	InlineFunctionCallOutputItemAllOf2OutputAnyOf2ItemX736ac51f	78	59	false
sdkgen://source/openapi.yaml#/components/schemas/FunctionCallOutputItem/allOf/1/properties/output/anyOf/1/items/oneOf/1	InlineComponentsSchemasFunctionCallOutputItemAllOf1PropertiesOutputAnyOf1ItemsOneOf1	InlineFunctionCallOutputItemAllOf2OutputAnyOf2ItemOneOf2X3b200977	84	65	false
sdkgen://source/openapi.yaml#/components/schemas/FunctionTool/properties/type	InlineComponentsSchemasFunctionToolPropertiesType	InlineFunctionToolTypeX23edb1b8	49	31	true
sdkgen://source/openapi.yaml#/components/schemas/FusionAnalysisResult/properties/contradictions/items	InlineComponentsSchemasFusionAnalysisResultPropertiesContradictionsItems	InlineFusionAnalysisResultContradictionsItemX8aec6ddb	72	53	true
sdkgen://source/openapi.yaml#/components/schemas/FusionAnalysisResult/properties/contradictions/items/properties/stances/items	InlineComponentsSchemasFusionAnalysisResultPropertiesContradictionsItemsPropertifbe72ae4	InlineFusionAnalysisResultContradictionsItemStancesItemXfbe72ae4	88	64	true
sdkgen://source/openapi.yaml#/components/schemas/FusionAnalysisResult/properties/partial_coverage/items	InlineComponentsSchemasFusionAnalysisResultPropertiesPartialCoverageItems	InlineFusionAnalysisResultPartialCoverageItemX071cdc5f	73	54	true
sdkgen://source/openapi.yaml#/components/schemas/FusionAnalysisResult/properties/unique_insights/items	InlineComponentsSchemasFusionAnalysisResultPropertiesUniqueInsightsItems	InlineFusionAnalysisResultUniqueInsightsItemXceda3a3e	72	53	true
sdkgen://source/openapi.yaml#/components/schemas/FusionCallAnalysisCompletedEvent/properties/type	InlineComponentsSchemasFusionCallAnalysisCompletedEventPropertiesType	InlineFusionCallAnalysisCompletedEventTypeX2230fa92	69	51	true
sdkgen://source/openapi.yaml#/components/schemas/FusionCallAnalysisInProgressEvent/properties/type	InlineComponentsSchemasFusionCallAnalysisInProgressEventPropertiesType	InlineFusionCallAnalysisInProgressEventTypeX56870346	70	52	true
sdkgen://source/openapi.yaml#/components/schemas/FusionCallCompletedEvent/properties/type	InlineComponentsSchemasFusionCallCompletedEventPropertiesType	InlineFusionCallCompletedEventTypeX098a1518	61	43	true
sdkgen://source/openapi.yaml#/components/schemas/FusionCallInProgressEvent/properties/type	InlineComponentsSchemasFusionCallInProgressEventPropertiesType	InlineFusionCallInProgressEventTypeXd4ded992	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/FusionCallPanelAddedEvent/properties/type	InlineComponentsSchemasFusionCallPanelAddedEventPropertiesType	InlineFusionCallPanelAddedEventTypeXa7e7b6c6	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/FusionCallPanelCompletedEvent/properties/type	InlineComponentsSchemasFusionCallPanelCompletedEventPropertiesType	InlineFusionCallPanelCompletedEventTypeXccd0e5e6	66	48	true
sdkgen://source/openapi.yaml#/components/schemas/FusionCallPanelDeltaEvent/properties/type	InlineComponentsSchemasFusionCallPanelDeltaEventPropertiesType	InlineFusionCallPanelDeltaEventTypeX8bdec444	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/FusionCallPanelFailedEvent/properties/type	InlineComponentsSchemasFusionCallPanelFailedEventPropertiesType	InlineFusionCallPanelFailedEventTypeXf84539ef	63	45	true
sdkgen://source/openapi.yaml#/components/schemas/FusionCallPanelReasoningDeltaEvent/properties/type	InlineComponentsSchemasFusionCallPanelReasoningDeltaEventPropertiesType	InlineFusionCallPanelReasoningDeltaEventTypeX6c55d981	71	53	true
sdkgen://source/openapi.yaml#/components/schemas/FusionPlugin/properties/id	InlineComponentsSchemasFusionPluginPropertiesId	InlineFusionPluginIdX75801025	47	29	true
sdkgen://source/openapi.yaml#/components/schemas/FusionPlugin/properties/preset	InlineComponentsSchemasFusionPluginPropertiesPreset	InlineFusionPluginPresetXda905718	51	33	true
sdkgen://source/openapi.yaml#/components/schemas/FusionPlugin/properties/tools/items	InlineComponentsSchemasFusionPluginPropertiesToolsItems	InlineFusionPluginToolsItemXb80691d1	55	36	true
sdkgen://source/openapi.yaml#/components/schemas/FusionPlugin/properties/tools/items/properties/parameters/additionalProperties	InlineComponentsSchemasFusionPluginPropertiesToolsItemsPropertiesParametersAdditca8bae30	InlineFusionPluginToolsItemParametersAdditionalValueXca8bae30	88	61	true
sdkgen://source/openapi.yaml#/components/schemas/FusionPlugin/properties/tools/items/properties/parameters/additionalProperties/anyOf/4/items	InlineComponentsSchemasFusionPluginPropertiesToolsItemsPropertiesParametersAddit7177d398	InlineFusionPluginToolsItemParametersAdditionalValueAnyOf5ItemX7177d398	88	71	true
sdkgen://source/openapi.yaml#/components/schemas/FusionPlugin/properties/tools/items/properties/parameters/additionalProperties/anyOf/5/additionalProperties	InlineComponentsSchemasFusionPluginPropertiesToolsItemsPropertiesParametersAddit184c0fd1	InlineFusionPluginToolsItemParametersAdditionalValueAdditionalValueX184c0fd1	88	76	true
sdkgen://source/openapi.yaml#/components/schemas/FusionServerToolConfig/properties/reasoning	InlineComponentsSchemasFusionServerToolConfigPropertiesReasoning	InlineFusionServerToolConfigReasoningX16033786	64	46	true
sdkgen://source/openapi.yaml#/components/schemas/FusionServerToolConfig/properties/reasoning/properties/effort	InlineComponentsSchemasFusionServerToolConfigPropertiesReasoningPropertiesEffort	InlineFusionServerToolConfigReasoningEffortX88ceefd0	80	52	true
sdkgen://source/openapi.yaml#/components/schemas/FusionServerToolConfig/properties/tools/items	InlineComponentsSchemasFusionServerToolConfigPropertiesToolsItems	InlineFusionServerToolConfigToolsItemX1d2da3f0	65	46	true
sdkgen://source/openapi.yaml#/components/schemas/FusionServerTool_OpenRouter/properties/type	InlineComponentsSchemasFusionServerToolOpenRouterPropertiesType	InlineFusionServerToolOpenRouterTypeX5f638c60	63	45	true
sdkgen://source/openapi.yaml#/components/schemas/GenerationContentData/properties/input	InlineComponentsSchemasGenerationContentDataPropertiesInput	InlineGenerationContentDataInputX27fbcb8e	59	41	true
sdkgen://source/openapi.yaml#/components/schemas/GenerationContentData/properties/input/anyOf/0	InlineComponentsSchemasGenerationContentDataPropertiesInputAnyOf0	InlineGenerationContentDataInputAnyOf1X4481ea43	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/GenerationContentData/properties/input/anyOf/1	InlineComponentsSchemasGenerationContentDataPropertiesInputAnyOf1	InlineGenerationContentDataInputAnyOf2X2136db71	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/GenerationContentData/properties/output	InlineComponentsSchemasGenerationContentDataPropertiesOutput	InlineGenerationContentDataOutputX0857aa88	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/GenerationResponse/properties/data	InlineComponentsSchemasGenerationResponsePropertiesData	InlineGenerationResponseDataX5ba38337	55	37	true
sdkgen://source/openapi.yaml#/components/schemas/GenerationResponse/properties/data/properties/api_type	InlineComponentsSchemasGenerationResponsePropertiesDataPropertiesApiType	InlineGenerationResponseDataApiTypeX6ac55b17	72	44	true
sdkgen://source/openapi.yaml#/components/schemas/GenerationResponse/properties/data/properties/data_region	InlineComponentsSchemasGenerationResponsePropertiesDataPropertiesDataRegion	InlineGenerationResponseDataDataRegionX3d6fdb5c	75	47	true
sdkgen://source/openapi.yaml#/components/schemas/GetBYOKKeyResponse/properties/data	InlineComponentsSchemasGetByokKeyResponsePropertiesData	InlineGetByokKeyResponseDataX59c22991	55	37	true
sdkgen://source/openapi.yaml#/components/schemas/GetGuardrailResponse/properties/data	InlineComponentsSchemasGetGuardrailResponsePropertiesData	InlineGetGuardrailResponseDataXde16990e	57	39	true
sdkgen://source/openapi.yaml#/components/schemas/GetWorkspaceResponse/properties/data	InlineComponentsSchemasGetWorkspaceResponsePropertiesData	InlineGetWorkspaceResponseDataX9c6bafc9	57	39	true
sdkgen://source/openapi.yaml#/components/schemas/ImageConfig/additionalProperties	InlineComponentsSchemasImageConfigAdditionalProperties	InlineImageConfigAdditionalValueXc674f569	54	41	true
sdkgen://source/openapi.yaml#/components/schemas/ImageEndpoint/properties/supported_parameters	InlineComponentsSchemasImageEndpointPropertiesSupportedParameters	InlineImageEndpointSupportedParametersX49245605	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenCompletedEvent/properties/type	InlineComponentsSchemasImageGenCompletedEventPropertiesType	InlineImageGenCompletedEventTypeXa226ef20	59	41	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenPartialImageEvent/properties/type	InlineComponentsSchemasImageGenPartialImageEventPropertiesType	InlineImageGenPartialImageEventTypeX4f84ef7b	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenStreamErrorEvent/properties/error	InlineComponentsSchemasImageGenStreamErrorEventPropertiesError	InlineImageGenStreamErrorEventErrorX040b2483	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenStreamErrorEvent/properties/type	InlineComponentsSchemasImageGenStreamErrorEventPropertiesType	InlineImageGenStreamErrorEventTypeX1d113202	61	43	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenTextChunkEvent/properties/phase	InlineComponentsSchemasImageGenTextChunkEventPropertiesPhase	InlineImageGenTextChunkEventPhaseXf0bed070	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenTextChunkEvent/properties/type	InlineComponentsSchemasImageGenTextChunkEventPropertiesType	InlineImageGenTextChunkEventTypeXf84cfea6	59	41	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationProviderPreferences/properties/ignore/items	InlineComponentsSchemasImageGenerationProviderPreferencesPropertiesIgnoreItems	InlineImageGenerationProviderPreferencesIgnoreItemX2a95795c	78	59	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationProviderPreferences/properties/only/items	InlineComponentsSchemasImageGenerationProviderPreferencesPropertiesOnlyItems	InlineImageGenerationProviderPreferencesOnlyItemX31f251f7	76	57	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationProviderPreferences/properties/options	InlineComponentsSchemasImageGenerationProviderPreferencesPropertiesOptions	InlineImageGenerationProviderPreferencesOptionsX928030c1	74	56	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationProviderPreferences/properties/order/items	InlineComponentsSchemasImageGenerationProviderPreferencesPropertiesOrderItems	InlineImageGenerationProviderPreferencesOrderItemX83723e2c	77	58	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationProviderPreferences/properties/sort	InlineComponentsSchemasImageGenerationProviderPreferencesPropertiesSort	InlineImageGenerationProviderPreferencesSortX4cc00407	71	53	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationRequest/properties/aspect_ratio	InlineComponentsSchemasImageGenerationRequestPropertiesAspectRatio	InlineImageGenerationRequestAspectRatioX7a47f180	66	48	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationRequest/properties/background	InlineComponentsSchemasImageGenerationRequestPropertiesBackground	InlineImageGenerationRequestBackgroundX7ea8d8fc	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationRequest/properties/output_format	InlineComponentsSchemasImageGenerationRequestPropertiesOutputFormat	InlineImageGenerationRequestOutputFormatXb36c99ed	67	49	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationRequest/properties/quality	InlineComponentsSchemasImageGenerationRequestPropertiesQuality	InlineImageGenerationRequestQualityXf78369d7	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationRequest/properties/resolution	InlineComponentsSchemasImageGenerationRequestPropertiesResolution	InlineImageGenerationRequestResolutionXb0714d7e	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationResponse/properties/data/items	InlineComponentsSchemasImageGenerationResponsePropertiesDataItems	InlineImageGenerationResponseDataItemXc3984636	65	46	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationServerTool/properties/background	InlineComponentsSchemasImageGenerationServerToolPropertiesBackground	InlineImageGenerationServerToolBackgroundX59d8a548	68	50	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationServerTool/properties/input_fidelity	InlineComponentsSchemasImageGenerationServerToolPropertiesInputFidelity	InlineImageGenerationServerToolInputFidelityXe40d4274	71	53	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationServerTool/properties/input_image_mask	InlineComponentsSchemasImageGenerationServerToolPropertiesInputImageMask	InlineImageGenerationServerToolInputImageMaskXf75ab7ff	72	54	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationServerTool/properties/moderation	InlineComponentsSchemasImageGenerationServerToolPropertiesModeration	InlineImageGenerationServerToolModerationX22a23c87	68	50	true
sdkgen://source/openapi.yaml#/components/schemas/ImageGenerationServerTool/properties/output_format	InlineComponentsSchemasImageGenerationServerToolPropertiesOutputFormat	InlineImageGenerationServerToolOutputFormatX1680d174	70	52	true
